gene_id,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000607,15,14,21,31,19,24,22,32
ENSG00000608,662,1064,403,678,826,713,556,781
ENSG00000609,0,1,0,0,0,0,0,0
ENSG00000610,4,0,2,0,1,3,0,4
ENSG00000611,0,1,0,0,0,1,0,0
ENSG00000612,31,10,4,42,2,12,24,38
ENSG00000613,77,135,147,110,136,216,95,66
ENSG00000614,2,6,2,4,2,6,5,0
ENSG00000615,83,168,89,218,134,30,143,77
ENSG00000616,11,10,12,29,4,31,8,10
ENSG00000617,12,9,28,12,6,12,7,11
ENSG00000618,300,412,425,328,596,415,535,543
ENSG00000619,32,23,12,23,5,6,40,28
ENSG00000620,17,19,14,18,5,4,6,16
ENSG00000621,74,107,22,50,56,49,44,120
ENSG00000622,1188,1060,712,1024,333,854,1232,1176
ENSG00000623,1568,1425,922,1092,1470,1286,1138,1056
ENSG00000624,166,186,477,456,258,819,582,399
ENSG00000625,10,3,23,28,31,20,50,34
ENSG00000626,433,328,168,380,352,190,224,417
ENSG00000627,7272,5465,6163,14009,12205,15194,10390,13959
ENSG00000628,707,842,326,546,548,788,764,597
ENSG00000629,5,3,13,15,1,3,5,2
ENSG00000630,3,1,4,0,3,1,2,0
ENSG00000631,76,200,58,127,32,169,118,245
ENSG00000632,6,8,2,8,1,5,0,4
ENSG00000633,149,70,65,81,89,98,127,143
ENSG00000634,26,47,35,23,15,50,40,25
ENSG00000635,0,0,1,0,1,3,0,0
ENSG00000636,1020,1625,1388,684,845,1517,1281,1825
ENSG00000637,0,1,1,3,1,0,0,1
ENSG00000638,10,3,3,7,6,13,22,3
ENSG00000639,1,2,0,2,0,1,2,4
ENSG00000640,1,3,2,3,1,0,4,1
ENSG00000641,67,147,42,54,61,61,49,228
ENSG00000642,5,4,4,6,6,6,4,3
ENSG00000643,48,62,94,53,75,57,54,67
ENSG00000644,388,502,917,310,574,641,819,688
ENSG00000645,741,981,1739,1193,709,1380,804,654
ENSG00000646,320,440,273,528,347,90,333,237
ENSG00000647,222,158,118,158,304,263,297,259
ENSG00000648,806,654,917,706,848,992,1376,1010
ENSG00000649,9,17,29,15,13,14,11,18
ENSG00000650,83,48,44,12,36,62,48,26
ENSG00000651,21,33,21,36,24,60,27,61
ENSG00000652,104,209,183,178,156,242,256,146
ENSG00000653,29,15,39,15,55,8,37,32
ENSG00000654,2,3,2,4,0,3,1,0
ENSG00000655,1,5,8,6,1,2,1,1
ENSG00000656,7,16,13,10,6,9,26,23
ENSG00000657,4,6,3,8,7,10,13,10
ENSG00000658,7,17,19,35,10,15,11,16
ENSG00000659,3,0,3,2,1,2,8,1
ENSG00000660,6,3,9,5,14,42,19,20
ENSG00000661,7,21,4,4,29,8,7,3
ENSG00000662,112,184,138,83,46,149,44,40
ENSG00000663,422,899,536,542,236,716,178,588
ENSG00000664,45,50,70,78,52,71,40,105
ENSG00000665,2142,1588,1778,2567,1518,1727,1973,2122
ENSG00000666,20,29,10,8,21,16,38,12
ENSG00000667,52,33,29,16,53,55,43,28
ENSG00000668,91,319,242,249,185,149,176,239
ENSG00000669,105,217,140,227,90,112,121,111
ENSG00000670,2,6,6,1,4,5,2,0
ENSG00000671,2580,2562,2645,2869,3974,2712,2305,4140
ENSG00000672,21,30,19,17,9,13,20,29
ENSG00000673,76,66,83,76,66,93,81,129
ENSG00000674,59,90,27,174,36,99,104,87
ENSG00000675,53,58,26,84,51,18,43,38
ENSG00000676,85,178,71,69,73,99,275,88
ENSG00000677,2538,1580,1495,1768,1328,1924,1146,1057
ENSG00000678,166,226,191,108,216,546,487,326
ENSG00000679,1,4,4,3,1,0,3,2
ENSG00000680,51,25,58,95,62,103,49,50
ENSG00000681,3,11,3,25,6,14,5,4
ENSG00000682,21,116,56,40,43,65,64,108
ENSG00000683,153,141,80,83,49,142,219,174
ENSG00000684,9,12,3,14,0,9,3,9
ENSG00000685,197,257,218,157,426,262,380,247
ENSG00000686,1,1,0,0,0,0,0,0
ENSG00000687,49,213,75,152,138,126,82,91
ENSG00000688,0,1,0,1,1,0,0,0
ENSG00000689,7,8,17,3,17,24,5,13
ENSG00000690,2924,3251,2967,6839,6468,7303,4984,5242
ENSG00000691,0,0,1,0,0,1,1,4
ENSG00000692,14405,8909,13212,15866,7057,15820,14543,24417
ENSG00000693,137,217,66,173,479,241,139,150
ENSG00000694,73,87,125,27,85,130,59,103
ENSG00000695,97,202,123,105,323,550,225,254
ENSG00000696,360,496,271,200,344,596,137,330
ENSG00000697,105,73,114,22,88,98,97,105
ENSG00000698,1,6,0,1,1,1,0,0
ENSG00000699,0,3,1,0,0,0,2,2
ENSG00000700,13,6,6,10,12,13,16,6
ENSG00000701,134,387,115,42,269,112,128,98
ENSG00000702,9,4,6,5,5,9,5,4
ENSG00000703,0,0,3,6,7,0,8,6
ENSG00000704,81,36,42,103,86,94,62,60
ENSG00000705,21,16,19,4,10,18,14,28
ENSG00000706,3385,3288,3364,2817,1464,4809,6399,3493
ENSG00000707,417,481,340,434,395,485,170,610
ENSG00000708,89,124,54,86,65,63,66,120
ENSG00000709,4,10,0,4,14,3,2,3
ENSG00000710,31,29,3,12,20,6,16,12
ENSG00000711,2,7,0,2,1,0,0,0
ENSG00000712,25,17,16,18,6,7,13,15
ENSG00000713,11,20,9,10,3,13,3,16
ENSG00000714,155,365,167,252,253,164,77,260
ENSG00000715,4,15,19,4,11,17,6,3
ENSG00000716,386,307,220,156,234,228,169,256
ENSG00000717,50,83,30,37,26,39,16,38
ENSG00000718,25,36,52,23,41,26,99,48
ENSG00000719,909,752,738,871,524,340,480,775
ENSG00000720,179,139,54,231,128,134,308,115
ENSG00000721,147,224,214,116,238,394,57,243
ENSG00000722,1,0,0,1,0,0,1,0
ENSG00000723,104,96,121,147,156,48,67,112
ENSG00000724,3,5,0,1,1,0,4,0
ENSG00000725,113,82,115,190,153,219,97,274
ENSG00000726,1753,752,934,1081,1013,1427,918,1488
ENSG00000727,0,0,1,0,0,0,1,1
ENSG00000728,1973,1986,922,1099,1547,2393,1220,1203
ENSG00000729,10,6,1,2,0,5,4,6
ENSG00000730,128,74,97,246,78,92,133,135
ENSG00000731,536,528,315,439,359,396,149,367
ENSG00000732,242,494,263,313,308,373,322,590
ENSG00000733,21,10,23,15,21,4,4,55
ENSG00000734,55,46,121,30,44,88,162,165
ENSG00000735,82,45,15,47,73,32,44,48
ENSG00000736,7,9,2,12,2,10,5,5
ENSG00000737,46,9,9,33,44,53,81,65
ENSG00000738,0,2,1,0,1,0,0,3
ENSG00000739,1852,984,882,996,1026,516,1489,578
ENSG00000740,263,203,81,304,280,248,249,308
ENSG00000741,441,1321,1346,1374,1269,723,491,924
ENSG00000742,12,14,13,22,18,17,17,18
ENSG00000743,3,14,17,13,10,9,12,34
ENSG00000744,5,18,18,19,8,28,11,16
ENSG00000745,0,3,1,2,0,0,3,2
ENSG00000746,76,99,102,127,190,131,160,130
ENSG00000747,5,9,2,11,0,8,6,2
ENSG00000748,34,67,9,29,27,33,15,28
ENSG00000749,18,21,39,28,8,22,5,9
ENSG00000750,837,694,667,851,1052,744,518,1398
ENSG00000751,103,140,86,66,73,186,51,109
ENSG00000752,9,7,4,8,11,2,2,4
ENSG00000753,600,464,1013,556,548,807,875,1850
ENSG00000754,29,2,33,72,14,14,32,16
ENSG00000755,30,32,15,64,8,87,41,45
ENSG00000756,41,212,134,41,92,185,36,97
ENSG00000757,0,1,0,1,1,1,0,2
ENSG00000758,16,75,23,14,20,97,14,19
ENSG00000759,2,0,0,0,0,0,0,0
ENSG00000760,1,2,1,0,0,0,0,1
ENSG00000761,67,61,24,80,73,100,44,18
ENSG00000762,1,9,13,6,3,2,15,5
ENSG00000763,58,105,55,81,62,71,93,44
ENSG00000764,2,2,1,4,2,0,2,0
ENSG00000765,0,0,0,1,1,0,0,0
ENSG00000766,494,529,366,734,786,320,227,872
ENSG00000767,40,33,42,106,89,27,64,148
ENSG00000768,0,1,1,0,1,1,1,1
ENSG00000769,6248,8478,7550,8439,3664,5235,3891,5436
ENSG00000770,2,5,1,0,2,2,4,0
ENSG00000771,899,330,841,677,739,817,821,726
ENSG00000772,0,4,2,6,1,2,3,1
ENSG00000773,16,2,3,12,4,5,16,11
ENSG00000774,150,296,170,338,224,90,99,148
ENSG00000775,1698,1722,1620,1585,1274,1202,2570,1819
ENSG00000776,23,21,11,35,4,4,3,11
ENSG00000777,234,153,245,510,221,178,262,340
ENSG00000778,214,227,122,66,256,198,162,111
ENSG00000779,0,3,0,0,2,1,0,0
ENSG00000780,131,56,146,91,83,132,35,90
ENSG00000781,1,1,0,2,4,2,1,4
ENSG00000782,303,187,323,421,139,114,493,168
ENSG00000783,149,178,94,248,127,76,46,233
ENSG00000784,5,11,5,1,7,16,16,14
ENSG00000785,203,150,67,182,112,229,125,92
ENSG00000786,602,895,827,295,377,939,281,985
ENSG00000787,320,353,170,226,187,278,168,143
ENSG00000788,20,24,25,41,35,55,31,35
ENSG00000789,2,0,1,0,0,0,0,0
ENSG00000790,4,1,0,1,1,2,0,2
ENSG00000791,148,392,161,216,240,441,180,331
ENSG00000792,248,395,196,240,73,147,234,182
ENSG00000793,10,26,20,23,5,11,10,36
ENSG00000794,0,0,0,1,1,1,1,2
ENSG00000795,10,12,2,4,10,7,13,9
ENSG00000796,132,125,191,201,177,140,208,218
ENSG00000797,8,12,13,29,34,10,14,31
ENSG00000798,362,328,366,329,557,319,170,526
ENSG00000799,40,13,24,23,13,58,38,47
ENSG00000800,4,2,1,22,7,5,0,7
ENSG00000801,16,12,8,10,13,16,26,28
ENSG00000802,0,1,0,2,3,3,2,2
ENSG00000803,335815,348805,245730,236685,188315,421683,303454,344391
ENSG00000804,88,31,53,24,54,59,43,55
ENSG00000805,10,12,6,15,2,9,7,14
ENSG00000806,147,311,189,237,92,123,111,141
ENSG00000807,0,2,1,0,0,0,1,2
ENSG00000808,2113,1835,1193,1925,1819,1461,1850,2117
ENSG00000809,1,0,0,0,0,0,0,1
ENSG00000810,331,781,391,368,661,458,604,602
ENSG00000811,10,51,35,12,10,40,11,24
ENSG00000812,0,1,0,2,1,11,2,2
ENSG00000813,153,88,80,193,79,157,103,249
ENSG00000814,36,17,4,8,21,21,10,16
ENSG00000815,13,7,22,8,44,26,21,10
ENSG00000816,43,87,53,67,23,16,91,117
ENSG00000817,21,10,22,15,32,14,18,14
ENSG00000818,944,1084,1340,912,569,892,483,1544
ENSG00000819,16,39,15,17,16,82,24,52
ENSG00000820,28,6,24,5,8,6,16,5
ENSG00000821,65,131,106,40,65,46,37,215
ENSG00000822,3,11,4,5,4,5,16,4
ENSG00000823,1,0,2,0,0,1,2,0
ENSG00000824,46,74,26,14,36,87,73,87
ENSG00000825,235,125,301,83,263,213,123,244
ENSG00000826,141,234,254,156,98,49,194,477
ENSG00000827,0,1,1,0,0,0,0,0
ENSG00000828,14,8,24,50,29,35,29,23
ENSG00000829,34,76,44,229,41,41,94,81
ENSG00000830,1067,935,1374,1047,1196,692,2212,1057
ENSG00000831,10,0,5,2,7,2,17,11
ENSG00000832,0,0,0,0,0,1,0,0
ENSG00000833,7,15,5,9,15,13,17,20
ENSG00000834,244,331,236,199,206,417,231,343
ENSG00000835,41,75,66,59,71,61,61,16
ENSG00000836,2820,4041,2991,1549,2340,3512,2130,3203
ENSG00000837,0,4,7,15,1,0,2,4
ENSG00000838,356,230,299,523,394,667,502,415
ENSG00000839,22,32,14,12,23,30,40,14
ENSG00000840,28,28,3,15,41,28,24,25
ENSG00000841,10474,11283,7983,7996,9257,12392,4588,5556
ENSG00000842,3033,5766,5906,3180,10272,6330,4367,2417
ENSG00000843,216,495,97,282,145,174,321,162
ENSG00000844,16,21,5,23,23,14,22,22
ENSG00000845,2,5,1,1,5,3,2,2
ENSG00000846,14,11,5,13,3,8,3,7
ENSG00000847,543,527,480,434,482,311,223,603
ENSG00000848,0,0,0,0,1,2,1,0
ENSG00000849,68,58,22,47,67,52,48,116
ENSG00000850,4139,3067,2564,3246,2713,3027,1583,2862
ENSG00000851,58,330,226,232,149,180,278,233
ENSG00000852,418,318,193,401,133,308,353,462
ENSG00000853,0,0,1,0,1,0,0,1
ENSG00000854,1,3,0,2,0,0,0,1
ENSG00000855,391,692,238,334,409,388,269,856
ENSG00000856,8,10,1,11,17,7,4,13
ENSG00000857,2,2,0,1,2,0,0,1
ENSG00000858,857,741,1043,1573,1609,1262,1288,1985
ENSG00000859,59,50,19,58,33,62,35,55
ENSG00000860,1280,2022,935,873,1739,1099,882,1848
ENSG00000861,1283,838,527,582,349,807,828,457
ENSG00000862,0,3,0,0,0,0,0,1
ENSG00000863,4630,4542,4707,3231,3907,2932,3952,4950
ENSG00000864,782,668,377,653,382,1416,776,922
ENSG00000865,210,205,167,163,141,432,303,166
ENSG00000866,10,13,8,8,17,5,7,9
ENSG00000867,38,28,12,22,11,22,11,36
ENSG00000868,4,5,7,8,7,1,0,9
ENSG00000869,74,51,84,92,77,62,174,186
ENSG00000870,2,1,3,1,1,0,4,2
ENSG00000871,0,1,0,0,0,1,0,1
ENSG00000872,10,13,9,22,7,5,12,22
ENSG00000873,12,20,23,15,3,11,24,15
ENSG00000874,30,115,108,85,103,86,44,133
ENSG00000875,49,34,14,10,20,41,18,41
ENSG00000876,31,16,3,2,6,26,9,15
ENSG00000877,1,1,0,0,0,0,2,1
ENSG00000878,36,20,25,25,13,43,8,19
ENSG00000879,10,2,0,2,0,8,5,4
ENSG00000880,7,3,0,5,1,1,0,6
ENSG00000881,151,94,11,51,75,112,48,39
ENSG00000882,6,6,2,4,6,1,1,1
ENSG00000883,966,1064,1088,468,711,910,739,1552
ENSG00000884,916,1721,895,1119,555,734,812,1087
ENSG00000885,22,33,20,24,5,12,24,19
ENSG00000886,8,8,7,5,4,2,3,5
ENSG00000887,1,5,0,1,0,4,0,2
ENSG00000888,26,43,7,37,108,36,7,45
ENSG00000889,3,9,11,7,12,16,8,7
ENSG00000890,435,479,519,543,601,1068,678,508
ENSG00000891,0,1,1,0,1,1,0,2
ENSG00000892,184,93,112,100,117,117,68,165
ENSG00000893,211,444,207,194,209,491,231,461
ENSG00000894,2041,2279,1216,1471,1847,1149,1410,2097
ENSG00000895,320,358,475,379,112,243,235,441
ENSG00000896,1,1,0,0,1,1,0,0
ENSG00000897,15,32,16,44,22,12,24,44
ENSG00000898,145,77,105,105,156,107,106,94
ENSG00000899,337,754,329,674,394,725,429,794
ENSG00000900,263,200,253,265,214,140,84,134
ENSG00000901,20,31,21,29,5,28,13,51
ENSG00000902,203,198,184,154,83,101,221,200
ENSG00000903,0,5,1,1,0,5,0,2
ENSG00000904,154,40,74,37,54,75,62,143
ENSG00000905,193,173,100,193,225,132,231,216
ENSG00000906,122,94,75,75,60,133,89,98
ENSG00000907,8,11,4,3,2,9,6,7
ENSG00000908,1363,800,2483,2248,1860,1223,1418,3992
ENSG00000909,38,53,138,46,65,57,31,47
ENSG00000910,65,126,213,94,160,180,112,80
ENSG00000911,35,50,44,34,72,35,27,41
ENSG00000912,936,1677,695,617,740,1446,822,779
ENSG00000913,69,23,28,57,32,63,43,60
ENSG00000914,7,2,11,2,3,14,1,9
ENSG00000915,18,43,58,25,55,55,37,26
ENSG00000916,90,77,26,68,47,65,25,61
ENSG00000917,18,43,45,22,25,15,10,43
ENSG00000918,20,24,13,25,12,18,13,12
ENSG00000919,228,173,206,79,308,250,370,135
ENSG00000920,4301,3970,3198,7102,3894,3987,3537,6978
ENSG00000921,175,86,169,214,125,47,146,195
ENSG00000922,21,12,3,1,6,3,4,14
ENSG00000923,25271,24592,16943,26912,13551,21510,36958,31419
ENSG00000924,4,16,4,5,8,2,2,15
ENSG00000925,1,1,1,0,0,3,1,1
ENSG00000926,47,21,23,16,56,49,89,44
ENSG00000927,62,97,81,155,130,134,96,133
ENSG00000928,68,141,110,108,107,102,41,110
ENSG00000929,81,92,151,126,162,146,148,206
ENSG00000930,20557,24845,16135,16410,15333,13324,8775,7719
ENSG00000931,907,435,413,301,311,172,567,325
ENSG00000932,24,9,5,12,21,7,5,18
ENSG00000933,41,67,75,68,66,83,52,44
ENSG00000934,145,224,37,118,127,99,105,147
ENSG00000935,133,123,62,110,110,93,95,91
ENSG00000936,1496,3242,3120,3303,2337,3542,1915,3693
ENSG00000937,4409,3860,10338,5933,4426,5825,8390,3981
ENSG00000938,2,5,7,10,1,0,3,3
ENSG00000939,3,2,1,6,6,13,3,6
ENSG00000940,1,1,0,4,0,0,0,0
ENSG00000941,103,36,81,32,49,70,34,117
ENSG00000942,6,6,10,5,1,8,3,3
ENSG00000943,0,2,0,0,0,1,1,0
ENSG00000944,327,442,524,567,300,587,537,577
ENSG00000945,23,79,11,112,22,77,15,85
ENSG00000946,9,43,15,11,5,16,14,7
ENSG00000947,1,0,1,1,1,1,2,3
ENSG00000948,56,68,17,11,33,76,46,55
ENSG00000949,123,161,279,174,209,189,141,285
ENSG00000950,1127,1241,236,952,1177,1044,1357,2030
ENSG00000951,420,320,314,162,224,310,173,194
ENSG00000952,0,6,2,7,20,4,3,16
ENSG00000953,2,2,3,3,1,6,0,1
ENSG00000954,3109,5546,3686,4183,3481,4658,3983,6292
ENSG00000955,97,99,48,70,75,44,35,102
ENSG00000956,478,507,447,243,421,568,471,408
ENSG00000957,620,578,473,783,248,250,500,379
ENSG00000958,11260,12572,13235,10116,10203,14308,18715,17805
ENSG00000959,20,29,13,27,26,61,23,44
ENSG00000960,754,725,286,625,593,961,607,514
ENSG00000961,1,0,0,0,0,0,1,0
ENSG00000962,108,148,25,55,30,48,113,43
ENSG00000963,335,466,907,708,344,707,643,504
ENSG00000964,2,25,12,11,7,4,17,8
ENSG00000965,12,20,2,22,5,23,10,7
ENSG00000966,4,2,1,4,0,2,2,2
ENSG00000967,18,12,0,6,1,10,11,6
ENSG00000968,5,1,1,4,4,4,2,1
ENSG00000969,8,25,5,7,7,9,29,6
ENSG00000970,57,122,53,135,51,165,178,235
ENSG00000971,485,558,173,261,424,671,518,426
ENSG00000972,670,472,226,499,602,380,482,318
ENSG00000973,13009,23654,9649,11420,9833,6263,8835,15870
ENSG00000974,1697,1931,1090,2380,1469,1355,1536,2545
ENSG00000975,27,40,37,90,35,70,25,78
ENSG00000976,3,11,10,15,3,4,5,15
ENSG00000977,28,17,6,3,14,42,40,25
ENSG00000978,54,46,10,90,86,80,69,78
ENSG00000979,1330,843,1243,944,658,786,785,681
ENSG00000980,548,1624,1009,894,398,636,471,1601
ENSG00000981,2198,2087,2852,2845,3199,2485,3524,3128
ENSG00000982,30,34,17,25,39,56,57,9
ENSG00000983,31,38,22,13,60,9,5,16
ENSG00000984,32,60,26,75,46,30,46,43
ENSG00000985,61,45,10,29,30,77,15,30
ENSG00000986,0,0,0,0,0,0,1,1
ENSG00000987,1,9,6,13,9,10,19,43
ENSG00000988,141,143,162,86,108,90,186,139
ENSG00000989,3,3,8,1,7,7,10,20
ENSG00000990,968,670,488,214,856,388,526,405
ENSG00000991,154,119,51,47,273,75,98,146
ENSG00000992,47,91,117,145,109,147,79,235
ENSG00000993,1239,733,1020,600,461,456,563,1108
ENSG00000994,56,95,184,83,100,155,216,134
ENSG00000995,1,0,0,0,0,0,0,0
ENSG00000996,3,4,2,2,6,1,2,1
ENSG00000997,0,6,1,1,0,4,3,3
ENSG00000998,0,2,0,0,1,1,0,0
ENSG00000999,52,69,47,56,80,52,37,23
ENSG00001000,0,0,1,0,0,0,0,0
ENSG00001001,31,6,40,53,26,15,54,33
ENSG00001002,2,3,0,0,2,1,0,2
ENSG00001003,198,257,112,117,224,198,165,396
ENSG00001004,2,3,0,0,1,1,1,0
ENSG00001005,257,108,177,178,281,438,338,198
ENSG00001006,58,86,74,77,32,30,44,127
ENSG00001007,128,301,105,100,125,129,219,163
ENSG00001008,758,785,786,511,501,692,858,1429
ENSG00001009,5,5,10,5,3,1,11,16
ENSG00001010,8479,22147,10081,17487,8556,18449,21988,33061
ENSG00001011,794,765,520,711,418,369,513,802
ENSG00001012,36,34,21,28,9,8,16,20
ENSG00001013,8,18,22,30,8,25,38,35
ENSG00001014,66,114,85,49,71,70,83,69
ENSG00001015,502,707,539,568,393,495,458,1107
ENSG00001016,16523,6113,14064,13390,9968,22767,14605,13718
ENSG00001017,126,72,96,185,108,130,128,96
ENSG00001018,46,90,42,57,37,131,49,82
ENSG00001019,254,289,286,217,228,243,296,183
ENSG00001020,2170,1700,2917,2396,2976,3148,2902,2018
ENSG00001021,0,2,0,0,1,1,2,1
ENSG00001022,187,169,28,203,149,176,124,92
ENSG00001023,1936,2342,2012,2941,1784,1232,4327,884
ENSG00001024,10,10,2,0,8,7,4,22
ENSG00001025,9,1,0,4,1,3,6,5
ENSG00001026,745,648,325,634,1117,317,714,687
ENSG00001027,207,181,130,122,75,130,153,214
ENSG00001028,13,20,6,4,17,19,13,14
ENSG00001029,0,1,0,0,1,1,1,2
ENSG00001030,66,157,91,148,70,97,67,121
ENSG00001031,11,24,11,17,2,9,9,7
ENSG00001032,85,52,97,53,81,57,59,95
ENSG00001033,563,1812,1831,1572,2277,1601,2287,1574
ENSG00001034,187,201,78,277,167,255,105,133
ENSG00001035,675,1549,876,1210,866,824,688,1140
ENSG00001036,1,1,3,0,5,2,1,1
ENSG00001037,12,83,10,19,17,27,15,43
ENSG00001038,0,0,2,3,7,3,3,1
ENSG00001039,66,228,186,114,227,167,209,182
ENSG00001040,724,1467,895,1506,422,1644,1694,1483
ENSG00001041,116,81,91,79,84,70,62,106
ENSG00001042,213,268,123,182,91,246,192,161
ENSG00001043,204,409,380,216,571,282,278,484
ENSG00001044,39,97,37,101,87,33,67,153
ENSG00001045,26,38,43,28,101,60,59,97
ENSG00001046,54,48,41,43,56,37,48,110
ENSG00001047,5,8,6,21,21,15,21,29
ENSG00001048,1,0,0,0,0,1,0,1
ENSG00001049,211,333,118,197,122,304,436,222
ENSG00001050,64,52,51,80,90,52,55,51
ENSG00001051,288,667,328,660,387,411,636,771
ENSG00001052,26,22,62,36,20,23,53,70
ENSG00001053,1892,1745,2229,2913,1734,1767,1330,2409
ENSG00001054,73,57,17,43,16,14,50,9
ENSG00001055,32,11,3,18,21,30,14,23
ENSG00001056,3,10,14,22,27,18,10,5
ENSG00001057,6,11,37,19,6,49,24,12
ENSG00001058,549,626,671,259,371,607,152,421
ENSG00001059,34,56,60,34,52,49,43,101
ENSG00001060,228,525,255,405,233,368,500,434
ENSG00001061,58,35,49,40,61,145,55,58
ENSG00001062,1,4,0,3,3,1,0,0
ENSG00001063,10,9,4,2,2,7,3,5
ENSG00001064,42,18,38,40,42,22,50,75
ENSG00001065,45,33,72,64,46,92,59,60
ENSG00001066,238,450,144,236,388,139,183,464
ENSG00001067,3,0,1,0,0,1,2,1
ENSG00001068,8,2,7,2,2,10,4,4
ENSG00001069,8283,4201,2908,5734,5015,6337,3879,4081
ENSG00001070,108,254,51,153,181,184,114,132
ENSG00001071,96,100,103,50,32,80,111,68
ENSG00001072,57,61,25,55,59,64,23,41
ENSG00001073,1661,2652,1996,3415,2128,3150,1431,3240
ENSG00001074,248,277,93,276,183,252,151,258
ENSG00001075,67,132,10,146,83,64,128,146
ENSG00001076,19,8,8,4,3,3,10,43
ENSG00001077,2560,1626,5035,5489,2264,2819,2797,5321
ENSG00001078,351,158,153,263,282,315,371,250
ENSG00001079,5,41,16,25,9,29,6,20
ENSG00001080,1,0,1,0,0,2,1,2
ENSG00001081,59,52,113,83,55,124,36,171
ENSG00001082,2,1,4,2,0,0,5,0
ENSG00001083,38,33,8,8,12,25,14,8
ENSG00001084,26,19,10,23,2,11,17,40
ENSG00001085,10,5,2,2,10,3,4,13
ENSG00001086,3075,8258,2550,5652,8923,5290,5920,7809
ENSG00001087,230,142,80,116,63,132,307,79
ENSG00001088,172,385,396,421,452,373,586,325
ENSG00001089,0,5,1,5,2,10,3,4
ENSG00001090,19,22,13,12,11,19,11,15
ENSG00001091,206,182,201,197,138,174,196,164
ENSG00001092,22,16,10,21,8,36,23,9
ENSG00001093,149,496,430,91,160,434,296,295
ENSG00001094,40,44,23,15,39,10,9,19
ENSG00001095,2,31,12,17,7,2,8,6
ENSG00001096,239,397,250,275,302,419,336,303
ENSG00001097,2,2,0,1,0,0,0,2
ENSG00001098,1069,1728,1334,358,1823,1475,1004,1673
ENSG00001099,481,435,261,512,1194,148,535,700
ENSG00001100,0,4,1,0,1,0,0,2
ENSG00001101,0,1,1,0,0,0,0,2
ENSG00001102,327,385,510,854,839,529,332,1146
ENSG00001103,3,9,6,6,15,14,11,10
ENSG00001104,2,7,2,21,5,3,9,5
ENSG00001105,108,158,111,128,120,70,83,120
ENSG00001106,15,16,12,18,13,14,22,10
ENSG00001107,43,112,28,73,128,86,71,106
ENSG00001108,20,16,2,4,5,27,7,18
ENSG00001109,149,110,52,57,92,75,82,43
ENSG00001110,24,23,6,33,6,14,13,4
ENSG00001111,19,26,10,17,52,27,14,49
ENSG00001112,26,146,22,91,72,113,69,44
ENSG00001113,8,1,10,5,2,9,8,5
ENSG00001114,79,160,76,153,63,136,111,147
ENSG00001115,426,527,333,430,706,777,233,503
ENSG00001116,0,0,0,0,2,1,1,0
ENSG00001117,4602,5537,4235,4532,4979,5680,2390,6295
ENSG00001118,138,92,29,84,95,260,54,145
ENSG00001119,1551,1426,750,2837,917,1496,1049,3431
ENSG00001120,30,13,3,11,13,1,7,5
ENSG00001121,10,0,2,2,5,2,8,12
ENSG00001122,3,5,2,2,2,5,2,4
ENSG00001123,21,13,20,26,15,11,15,7
ENSG00001124,668,574,646,414,246,786,467,885
ENSG00001125,558,1440,1145,730,914,1448,1686,2144
ENSG00001126,780,1716,1596,876,1589,1285,1864,3049
ENSG00001127,7,1,2,2,1,1,0,2
ENSG00001128,5,17,3,6,7,10,8,6
ENSG00001129,207,463,206,97,164,208,425,400
ENSG00001130,161,87,36,112,63,93,31,150
ENSG00001131,4,1,3,5,0,4,2,3
ENSG00001132,11984,11921,21519,12615,17493,11268,10834,8845
ENSG00001133,4556,6953,3518,3921,4954,2667,6396,2858
ENSG00001134,11342,12352,9114,9677,12936,14687,12469,9622
ENSG00001135,10,27,97,57,30,11,53,33
ENSG00001136,33,18,15,15,22,20,23,37
ENSG00001137,11,17,34,9,7,33,9,12
ENSG00001138,0,0,0,0,0,2,0,1
ENSG00001139,2321,1430,643,834,696,1165,1502,2167
ENSG00001140,15,50,4,10,29,17,8,20
ENSG00001141,0,1,1,1,0,0,0,1
ENSG00001142,4343,2304,5275,5280,2808,2681,8028,3860
ENSG00001143,242,191,211,104,166,232,239,271
ENSG00001144,38,12,14,17,7,22,22,20
ENSG00001145,17,5,8,8,1,2,2,6
ENSG00001146,399,421,705,759,490,668,331,652
ENSG00001147,180,170,137,138,126,301,134,111
ENSG00001148,48,52,35,46,25,64,25,164
ENSG00001149,279,638,157,517,728,524,413,191
ENSG00001150,6,4,9,5,4,4,5,3
ENSG00001151,0,1,0,1,0,0,1,0
ENSG00001152,1565,1654,2087,801,1674,1377,2948,3503
ENSG00001153,5,9,4,15,14,21,17,15
ENSG00001154,529,350,224,415,709,354,544,910
ENSG00001155,1,11,1,9,1,3,6,1
ENSG00001156,34,70,52,29,5,21,14,25
ENSG00001157,479,275,445,147,261,261,205,488
ENSG00001158,0,9,5,4,1,3,12,7
ENSG00001159,6,15,6,5,10,12,6,31
ENSG00001160,23,32,58,86,41,44,57,77
ENSG00001161,0,1,0,0,2,0,0,0
ENSG00001162,31,15,35,9,19,8,15,10
ENSG00001163,14,9,15,7,5,11,5,10
ENSG00001164,4,18,6,3,9,6,1,1
ENSG00001165,74,73,150,201,207,112,251,58
ENSG00001166,31,17,17,3,38,7,9,13
